id,color,color_id,height,image_file,image_height,image_width,index,width,x,y,center_x,center_y,center_x_norm,center_y_norm,longer,shorter,aspect_max_min,aspect,size
664,blue,blue,40,B195.json,1000,758,4,131,0,960,65.5,980.0,0.08641160949868074,0.98,131,40,3.275,3.275,5240
665,white,white,170,B195.json,1000,758,5,196,562,0,660.0,85.0,0.8707124010554089,0.085,196,170,1.1529411764705881,1.1529411764705881,33320
666,white,white,170,B195.json,1000,758,6,562,0,0,281.0,85.0,0.370712401055409,0.085,562,170,3.3058823529411763,3.3058823529411763,95540
667,red,red,568,B196.json,1000,692,0,285,407,237,549.5,521.0,0.7940751445086706,0.521,568,285,1.9929824561403509,0.5017605633802817,161880
668,white,white,743,B196.json,1000,692,1,407,0,237,203.5,608.5,0.2940751445086705,0.6085,743,407,1.8255528255528255,0.5477792732166891,302401
669,white,white,195,B196.json,1000,692,2,285,407,805,549.5,902.5,0.7940751445086706,0.9025,285,195,1.4615384615384615,1.4615384615384615,55575
670,blue,blue,20,B196.json,1000,692,3,407,0,980,203.5,990.0,0.2940751445086705,0.99,407,20,20.35,20.35,8140
671,white,white,237,B196.json,1000,692,4,285,407,0,549.5,118.5,0.7940751445086706,0.1185,285,237,1.2025316455696202,1.2025316455696202,67545
672,yellow,yellow,237,B196.json,1000,692,5,407,0,0,203.5,118.5,0.2940751445086705,0.1185,407,237,1.7172995780590716,1.7172995780590716,96459
673,white,white,587,B197.json,1000,783,0,273,510,214,646.5,507.5,0.8256704980842912,0.5075,587,273,2.15018315018315,0.46507666098807493,160251
674,white,white,756,B197.json,1000,783,1,510,0,214,255.0,592.0,0.32567049808429116,0.592,756,510,1.4823529411764707,0.6746031746031746,385560
675,blue,blue,199,B197.json,1000,783,2,273,510,801,646.5,900.5,0.8256704980842912,0.9005,273,199,1.3718592964824121,1.3718592964824121,54327
676,white,white,30,B197.json,1000,783,3,510,0,970,255.0,985.0,0.32567049808429116,0.985,510,30,17.0,17.0,15300
677,yellow,yellow,214,B197.json,1000,783,4,273,510,0,646.5,107.0,0.8256704980842912,0.107,273,214,1.2757009345794392,1.2757009345794392,58422
678,white,white,214,B197.json,1000,783,5,510,0,0,255.0,107.0,0.32567049808429116,0.107,510,214,2.383177570093458,2.383177570093458,109140
679,white,white,623,B198.json,968,648,0,226,422,230,535.0,541.5,0.8256172839506173,0.559400826446281,623,226,2.756637168141593,0.36276083467094705,140798
680,white,white,623,B198.json,968,648,1,422,0,230,211.0,541.5,0.3256172839506173,0.559400826446281,623,422,1.4763033175355451,0.6773675762439807,262906
681,white,white,115,B198.json,968,648,2,226,422,853,535.0,910.5,0.8256172839506173,0.940599173553719,226,115,1.9652173913043478,1.9652173913043478,25990
682,red,red,115,B198.json,968,648,3,422,0,853,211.0,910.5,0.3256172839506173,0.940599173553719,422,115,3.6695652173913045,3.6695652173913045,48530
683,yellow,yellow,230,B198.json,968,648,4,226,422,0,535.0,115.0,0.8256172839506173,0.11880165289256199,230,226,1.0176991150442478,0.9826086956521739,51980
684,white,white,230,B198.json,968,648,5,422,0,0,211.0,115.0,0.3256172839506173,0.11880165289256199,422,230,1.8347826086956522,1.8347826086956522,97060
685,white,white,750,B199.json,1000,927,0,771,53,160,438.5,535.0,0.47303128371089537,0.535,771,750,1.028,1.028,578250
686,yellow,yellow,350,B199.json,1000,927,1,103,824,160,875.5,335.0,0.9444444444444444,0.335,350,103,3.3980582524271843,0.29428571428571426,36050
687,red,red,750,B199.json,1000,927,2,53,0,160,26.5,535.0,0.028586839266450916,0.535,750,53,14.150943396226415,0.07066666666666667,39750
688,white,white,490,B199.json,1000,927,3,103,824,510,875.5,755.0,0.9444444444444444,0.755,490,103,4.757281553398058,0.21020408163265306,50470
689,blue,blue,90,B199.json,1000,927,4,375,449,910,636.5,955.0,0.6866235167206041,0.955,375,90,4.166666666666667,4.166666666666667,33750
690,white,white,90,B199.json,1000,927,5,449,0,910,224.5,955.0,0.24217907227615965,0.955,449,90,4.988888888888889,4.988888888888889,40410
691,yellow,yellow,160,B199.json,1000,927,6,103,824,0,875.5,80.0,0.9444444444444444,0.08,160,103,1.5533980582524272,0.64375,16480
692,white,white,160,B199.json,1000,927,7,824,0,0,412.0,80.0,0.4444444444444444,0.08,824,160,5.15,5.15,131840
693,white,white,618,B200.json,1000,698,0,265,433,208,565.5,517.0,0.8101719197707736,0.517,618,265,2.332075471698113,0.42880258899676377,163770
694,white,white,673,B200.json,1000,698,1,433,0,208,216.5,544.5,0.31017191977077363,0.5445,673,433,1.5542725173210161,0.6433878157503715,291409
695,blue,blue,174,B200.json,1000,698,2,265,433,826,565.5,913.0,0.8101719197707736,0.913,265,174,1.5229885057471264,1.5229885057471264,46110
696,white,white,119,B200.json,1000,698,3,319,114,881,273.5,940.5,0.39183381088825214,0.9405,319,119,2.680672268907563,2.680672268907563,37961
697,yellow,yellow,119,B200.json,1000,698,4,114,0,881,57.0,940.5,0.08166189111747851,0.9405,119,114,1.043859649122807,0.957983193277311,13566
698,white,white,208,B200.json,1000,698,5,265,433,0,565.5,104.0,0.8101719197707736,0.104,265,208,1.2740384615384615,1.2740384615384615,55120
699,red,red,208,B200.json,1000,698,6,433,0,0,216.5,104.0,0.31017191977077363,0.104,433,208,2.081730769230769,2.081730769230769,90064
700,blue,blue,555,B201.json,1000,640,0,246,375,296,498.0,573.5,0.778125,0.5735,555,246,2.2560975609756095,0.44324324324324327,136530
701,white,white,555,B201.json,1000,640,1,19,621,296,630.5,573.5,0.98515625,0.5735,555,19,29.210526315789473,0.03423423423423423,10545
702,white,white,555,B201.json,1000,640,2,375,0,296,187.5,573.5,0.29296875,0.5735,555,375,1.48,0.6756756756756757,208125
703,yellow,yellow,137,B201.json,1000,640,3,303,72,851,223.5,919.5,0.34921875,0.9195,303,137,2.2116788321167884,2.2116788321167884,41511
704,white,white,149,B201.json,1000,640,4,265,375,851,507.5,925.5,0.79296875,0.9255,265,149,1.778523489932886,1.778523489932886,39485
705,white,white,149,B201.json,1000,640,5,72,0,851,36.0,925.5,0.05625,0.9255,149,72,2.0694444444444446,0.48322147651006714,10728
706,white,white,12,B201.json,1000,640,6,303,72,988,223.5,994.0,0.34921875,0.994,303,12,25.25,25.25,3636
707,white,white,296,B201.json,1000,640,7,265,375,0,507.5,148.0,0.79296875,0.148,296,265,1.1169811320754717,0.8952702702702703,78440
708,red,red,296,B201.json,1000,640,8,375,0,0,187.5,148.0,0.29296875,0.148,375,296,1.2668918918918919,1.2668918918918919,111000
709,white,white,619,B203.json,974,941,0,597,47,312,345.5,621.5,0.3671625929861849,0.6380903490759754,619,597,1.036850921273032,0.9644588045234249,369543
710,white,white,662,B203.json,974,941,1,297,644,312,792.5,643.0,0.8421891604675876,0.660164271047228,662,297,2.228956228956229,0.4486404833836858,196614
711,black,black,178,B203.json,974,941,2,47,0,312,23.5,401.0,0.02497343251859724,0.41170431211498976,178,47,3.7872340425531914,0.2640449438202247,8366
712,white,white,441,B203.json,974,941,3,47,0,490,23.5,710.5,0.02497343251859724,0.7294661190965093,441,47,9.382978723404255,0.10657596371882086,20727
713,black,black,43,B203.json,974,941,4,206,252,931,355.0,952.5,0.37725823591923485,0.9779260780287474,206,43,4.790697674418604,4.790697674418604,8858
714,yellow,yellow,43,B203.json,974,941,5,186,458,931,551.0,952.5,0.5855472901168969,0.9779260780287474,186,43,4.325581395348837,4.325581395348837,7998
715,blue,blue,43,B203.json,974,941,6,252,0,931,126.0,952.5,0.1339001062699256,0.9779260780287474,252,43,5.8604651162790695,5.8604651162790695,10836
716,red,red,312,B203.json,974,941,7,297,644,0,792.5,156.0,0.8421891604675876,0.1601642710472279,312,297,1.0505050505050506,0.9519230769230769,92664
717,white,white,312,B203.json,974,941,8,644,0,0,322.0,156.0,0.3421891604675877,0.1601642710472279,644,312,2.0641025641025643,2.0641025641025643,200928
718,white,white,383,B204.json,967,958,0,482,401,545,642.0,736.5,0.6701461377870563,0.7616339193381593,482,383,1.2584856396866841,1.2584856396866841,184606
719,black,black,172,B204.json,967,958,1,75,883,545,920.5,631.0,0.9608559498956158,0.6525336091003102,172,75,2.2933333333333334,0.436046511627907,12900
720,white,white,422,B204.json,967,958,2,401,0,545,200.5,756.0,0.2092901878914405,0.781799379524302,422,401,1.0523690773067331,0.9502369668246445,169222
721,blue,blue,250,B204.json,967,958,3,75,883,717,920.5,842.0,0.9608559498956158,0.8707342295760083,250,75,3.3333333333333335,0.3,18750
722,yellow,yellow,39,B204.json,967,958,4,253,401,928,527.5,947.5,0.5506263048016702,0.9798345398138573,253,39,6.487179487179487,6.487179487179487,9867
723,white,white,39,B204.json,967,958,5,229,654,928,768.5,947.5,0.8021920668058455,0.9798345398138573,229,39,5.871794871794871,5.871794871794871,8931
724,white,white,545,B204.json,967,958,6,557,401,0,679.5,272.5,0.7092901878914405,0.28179937952430195,557,545,1.0220183486238532,1.0220183486238532,303565
725,red,red,545,B204.json,967,958,7,401,0,0,200.5,272.5,0.2092901878914405,0.28179937952430195,545,401,1.3591022443890275,0.7357798165137615,218545
726,white,white,613,B206.json,951,955,0,610,280,299,585.0,605.5,0.612565445026178,0.6366982124079916,613,610,1.0049180327868852,0.9951060358890701,373930
727,blue,blue,256,B206.json,951,955,1,65,890,299,922.5,427.0,0.9659685863874345,0.4490010515247108,256,65,3.9384615384615387,0.25390625,16640
728,white,white,652,B206.json,951,955,2,280,0,299,140.0,625.0,0.14659685863874344,0.6572029442691903,652,280,2.3285714285714287,0.4294478527607362,182560
729,white,white,396,B206.json,951,955,3,65,890,555,922.5,753.0,0.9659685863874345,0.7917981072555205,396,65,6.092307692307692,0.16414141414141414,25740
730,yellow,yellow,39,B206.json,951,955,4,408,280,912,484.0,931.5,0.506806282722513,0.9794952681388013,408,39,10.461538461538462,10.461538461538462,15912
731,black,black,39,B206.json,951,955,5,202,688,912,789.0,931.5,0.8261780104712042,0.9794952681388013,202,39,5.17948717948718,5.17948717948718,7878
732,white,white,299,B206.json,951,955,6,675,280,0,617.5,149.5,0.6465968586387435,0.15720294426919032,675,299,2.25752508361204,2.25752508361204,201825
733,red,red,299,B206.json,951,955,7,280,0,0,140.0,149.5,0.14659685863874344,0.15720294426919032,299,280,1.0678571428571428,0.9364548494983278,83720
734,white,white,281,B207.json,786,781,0,235,0,268,117.5,408.5,0.15044814340588988,0.5197201017811705,281,235,1.195744680851064,0.8362989323843416,66035
735,white,white,237,B207.json,786,781,1,468,235,549,469.0,667.5,0.6005121638924455,0.8492366412213741,468,237,1.9746835443037976,1.9746835443037976,110916
736,black,black,237,B207.json,786,781,2,78,703,549,742.0,667.5,0.9500640204865557,0.8492366412213741,237,78,3.0384615384615383,0.3291139240506329,18486
737,blue,blue,237,B207.json,786,781,3,235,0,549,117.5,667.5,0.15044814340588988,0.8492366412213741,237,235,1.0085106382978724,0.9915611814345991,55695
738,white,white,549,B207.json,786,781,4,546,235,0,508.0,274.5,0.6504481434058899,0.34923664122137404,549,546,1.0054945054945055,0.994535519125683,299754
739,yellow,yellow,268,B207.json,786,781,5,235,0,0,117.5,134.0,0.15044814340588988,0.17048346055979643,268,235,1.1404255319148937,0.8768656716417911,62980
740,blue,blue,312,B208.json,949,763,0,278,485,384,624.0,540.0,0.817824377457405,0.5690200210748156,312,278,1.1223021582733812,0.8910256410256411,86736
741,white,white,565,B208.json,949,763,1,485,0,384,242.5,666.5,0.317824377457405,0.70231822971549,565,485,1.1649484536082475,0.8584070796460177,274025
742,white,white,253,B208.json,949,763,2,278,485,696,624.0,822.5,0.817824377457405,0.8667017913593256,278,253,1.098814229249012,1.098814229249012,70334
743,white,white,384,B208.json,949,763,3,278,485,0,624.0,192.0,0.817824377457405,0.20231822971549,384,278,1.381294964028777,0.7239583333333334,106752
744,yellow,yellow,384,B208.json,949,763,4,485,0,0,242.5,192.0,0.317824377457405,0.20231822971549,485,384,1.2630208333333333,1.2630208333333333,186240
745,blue,blue,300,B209.json,997,803,0,282,521,304,662.0,454.0,0.8244084682440846,0.45536609829488467,300,282,1.0638297872340425,0.94,84600
746,white,white,693,B209.json,997,803,1,521,0,304,260.5,650.5,0.3244084682440847,0.652457372116349,693,521,1.3301343570057582,0.7518037518037518,361053
747,white,white,393,B209.json,997,803,2,282,521,604,662.0,800.5,0.8244084682440846,0.8029087261785356,393,282,1.3936170212765957,0.7175572519083969,110826
748,white,white,304,B209.json,997,803,3,282,521,0,662.0,152.0,0.8244084682440846,0.15245737211634905,304,282,1.0780141843971631,0.9276315789473685,85728
749,red,red,304,B209.json,997,803,4,521,0,0,260.5,152.0,0.3244084682440847,0.15245737211634905,521,304,1.7138157894736843,1.7138157894736843,158384
750,white,white,519,B210.json,784,779,0,519,217,228,476.5,487.5,0.6116816431322208,0.6218112244897959,519,519,1.0,1.0,269361
751,white,white,556,B210.json,784,779,1,43,736,228,757.5,506.0,0.972400513478819,0.6454081632653061,556,43,12.930232558139535,0.07733812949640288,23908
752,blue,blue,194,B210.json,784,779,2,217,0,228,108.5,325.0,0.1392811296534018,0.4145408163265306,217,194,1.1185567010309279,1.1185567010309279,42098
753,black,black,32,B210.json,784,779,3,217,0,422,108.5,438.0,0.1392811296534018,0.5586734693877551,217,32,6.78125,6.78125,6944
754,white,white,330,B210.json,784,779,4,217,0,454,108.5,619.0,0.1392811296534018,0.7895408163265306,330,217,1.5207373271889402,0.6575757575757576,71610
755,yellow,yellow,37,B210.json,784,779,5,359,217,747,396.5,765.5,0.5089858793324775,0.9764030612244898,359,37,9.702702702702704,9.702702702702704,13283
756,black,black,37,B210.json,784,779,6,160,576,747,656.0,765.5,0.8421052631578947,0.9764030612244898,160,37,4.324324324324325,4.324324324324325,5920
757,red,red,228,B210.json,784,779,7,562,217,0,498.0,114.0,0.6392811296534018,0.14540816326530612,562,228,2.4649122807017543,2.4649122807017543,128136
758,black,black,228,B210.json,784,779,8,217,0,0,108.5,114.0,0.1392811296534018,0.14540816326530612,228,217,1.0506912442396312,0.9517543859649122,49476
759,white,white,326,B212.json,955,954,0,315,0,316,157.5,479.0,0.1650943396226415,0.5015706806282723,326,315,1.034920634920635,0.9662576687116564,102690
760,white,white,313,B212.json,955,954,1,541,315,642,585.5,798.5,0.6137316561844863,0.8361256544502618,541,313,1.7284345047923322,1.7284345047923322,169333
761,black,black,145,B212.json,955,954,2,98,856,642,905.0,714.5,0.9486373165618449,0.7481675392670157,145,98,1.4795918367346939,0.6758620689655173,14210
762,blue,blue,313,B212.json,955,954,3,315,0,642,157.5,798.5,0.1650943396226415,0.8361256544502618,315,313,1.0063897763578276,1.0063897763578276,98595
763,yellow,yellow,168,B212.json,955,954,4,98,856,787,905.0,871.0,0.9486373165618449,0.912041884816754,168,98,1.7142857142857142,0.5833333333333334,16464
764,red,red,642,B212.json,955,954,5,639,315,0,634.5,321.0,0.6650943396226415,0.33612565445026177,642,639,1.0046948356807512,0.9953271028037384,410238
765,white,white,316,B212.json,955,954,6,315,0,0,157.5,158.0,0.1650943396226415,0.16544502617801046,316,315,1.0031746031746032,0.9968354430379747,99540
766,white,white,414,B213.json,1000,989,0,493,422,549,668.5,756.0,0.6759352881698686,0.756,493,414,1.1908212560386473,1.1908212560386473,204102
767,blue,blue,185,B213.json,1000,989,1,74,915,549,952.0,641.5,0.9625884732052579,0.6415,185,74,2.5,0.4,13690
768,white,white,451,B213.json,1000,989,2,422,0,549,211.0,774.5,0.21334681496461072,0.7745,451,422,1.0687203791469195,0.9356984478935698,190322
769,white,white,266,B213.json,1000,989,3,74,915,734,952.0,867.0,0.9625884732052579,0.867,266,74,3.5945945945945947,0.2781954887218045,19684
770,yellow,yellow,37,B213.json,1000,989,4,284,422,963,564.0,981.5,0.570273003033367,0.9815,284,37,7.675675675675675,7.675675675675675,10508
771,black,black,37,B213.json,1000,989,5,209,706,963,810.5,981.5,0.8195146612740142,0.9815,209,37,5.648648648648648,5.648648648648648,7733
772,white,white,549,B213.json,1000,989,6,567,422,0,705.5,274.5,0.7133468149646107,0.2745,567,549,1.0327868852459017,1.0327868852459017,311283
773,red,red,549,B213.json,1000,989,7,422,0,0,211.0,274.5,0.21334681496461072,0.2745,549,422,1.3009478672985781,0.7686703096539163,231678
774,white,white,302,B214.json,1000,960,0,241,0,421,120.5,572.0,0.12552083333333333,0.572,302,241,1.2531120331950207,0.7980132450331126,72782
775,white,white,277,B214.json,1000,960,1,626,241,723,554.0,861.5,0.5770833333333333,0.8615,626,277,2.259927797833935,2.259927797833935,173402
776,black,black,152,B214.json,1000,960,2,93,867,723,913.5,799.0,0.9515625,0.799,152,93,1.6344086021505377,0.6118421052631579,14136
777,white,white,277,B214.json,1000,960,3,241,0,723,120.5,861.5,0.12552083333333333,0.8615,277,241,1.1493775933609958,0.8700361010830325,66757
778,white,white,125,B214.json,1000,960,4,93,867,875,913.5,937.5,0.9515625,0.9375,125,93,1.3440860215053763,0.744,11625
779,white,white,723,B214.json,1000,960,5,719,241,0,600.5,361.5,0.6255208333333333,0.3615,723,719,1.0055632823365785,0.9944674965421854,519837
780,red,red,421,B214.json,1000,960,6,241,0,0,120.5,210.5,0.12552083333333333,0.2105,421,241,1.7468879668049793,0.5724465558194775,101461
781,white,white,386,B215.json,970,976,0,429,441,560,655.5,753.0,0.6716188524590164,0.7762886597938145,429,386,1.11139896373057,1.11139896373057,165594
782,blue,blue,163,B215.json,970,976,1,106,870,560,923.0,641.5,0.9456967213114754,0.661340206185567,163,106,1.5377358490566038,0.6503067484662577,17278
783,white,white,410,B215.json,970,976,2,441,0,560,220.5,765.0,0.22592213114754098,0.788659793814433,441,410,1.075609756097561,1.075609756097561,180810
784,white,white,247,B215.json,970,976,3,106,870,723,923.0,846.5,0.9456967213114754,0.872680412371134,247,106,2.330188679245283,0.4291497975708502,26182
785,white,white,24,B215.json,970,976,4,429,441,946,655.5,958.0,0.6716188524590164,0.9876288659793815,429,24,17.875,17.875,10296
786,white,white,560,B215.json,970,976,5,535,441,0,708.5,280.0,0.725922131147541,0.28865979381443296,560,535,1.0467289719626167,0.9553571428571429,299600
787,yellow,yellow,560,B215.json,970,976,6,441,0,0,220.5,280.0,0.22592213114754098,0.28865979381443296,560,441,1.2698412698412698,0.7875,246960
788,white,white,367,B216.json,919,917,0,232,0,294,116.0,477.5,0.12649945474372956,0.5195865070729053,367,232,1.581896551724138,0.6321525885558583,85144
789,white,white,258,B216.json,919,917,1,565,232,661,514.5,790.0,0.5610687022900763,0.8596300326441785,565,258,2.189922480620155,2.189922480620155,145770
790,yellow,yellow,258,B216.json,919,917,2,120,797,661,857.0,790.0,0.9345692475463467,0.8596300326441785,258,120,2.15,0.46511627906976744,30960
791,blue,blue,258,B216.json,919,917,3,232,0,661,116.0,790.0,0.12649945474372956,0.8596300326441785,258,232,1.1120689655172413,0.8992248062015504,59856
792,white,white,661,B216.json,919,917,4,685,232,0,574.5,330.5,0.6264994547437296,0.3596300326441785,685,661,1.0363086232980332,1.0363086232980332,452785
793,red,red,294,B216.json,919,917,5,232,0,0,116.0,147.0,0.12649945474372956,0.15995647442872687,294,232,1.2672413793103448,0.7891156462585034,68208
794,white,white,413,B217.json,1000,996,0,242,0,318,121.0,524.5,0.1214859437751004,0.5245,413,242,1.7066115702479339,0.585956416464891,99946
795,white,white,269,B217.json,1000,996,1,684,242,731,584.0,865.5,0.5863453815261044,0.8655,684,269,2.54275092936803,2.54275092936803,183996
796,white,white,139,B217.json,1000,996,2,70,926,731,961.0,800.5,0.964859437751004,0.8005,139,70,1.9857142857142858,0.5035971223021583,9730
797,blue,blue,269,B217.json,1000,996,3,242,0,731,121.0,865.5,0.1214859437751004,0.8655,269,242,1.1115702479338843,0.8996282527881041,65098
798,yellow,yellow,130,B217.json,1000,996,4,70,926,870,961.0,935.0,0.964859437751004,0.935,130,70,1.8571428571428572,0.5384615384615384,9100
799,red,red,731,B217.json,1000,996,5,754,242,0,619.0,365.5,0.6214859437751004,0.3655,754,731,1.0314637482900137,1.0314637482900137,551174
800,white,white,318,B217.json,1000,996,6,242,0,0,121.0,159.0,0.1214859437751004,0.159,318,242,1.3140495867768596,0.7610062893081762,76956
801,white,white,398,B219.json,959,962,0,233,0,304,116.5,503.0,0.12110187110187111,0.5245046923879041,398,233,1.7081545064377683,0.585427135678392,92734
802,white,white,257,B219.json,959,962,1,660,233,702,563.0,830.5,0.5852390852390852,0.8660062565172054,660,257,2.568093385214008,2.568093385214008,169620
803,white,white,134,B219.json,959,962,2,69,893,702,927.5,769.0,0.9641372141372141,0.8018769551616267,134,69,1.9420289855072463,0.5149253731343284,9246
804,blue,blue,257,B219.json,959,962,3,233,0,702,116.5,830.5,0.12110187110187111,0.8660062565172054,257,233,1.1030042918454936,0.9066147859922179,59881
805,yellow,yellow,123,B219.json,959,962,4,69,893,836,927.5,897.5,0.9641372141372141,0.9358706986444213,123,69,1.7826086956521738,0.5609756097560976,8487
806,red,red,702,B219.json,959,962,5,729,233,0,597.5,351.0,0.6211018711018711,0.3660062565172054,729,702,1.0384615384615385,1.0384615384615385,511758
807,white,white,304,B219.json,959,962,6,233,0,0,116.5,152.0,0.12110187110187111,0.15849843587069865,304,233,1.3047210300429184,0.7664473684210527,70832
808,white,white,301,B220.json,838,840,0,270,0,292,135.0,442.5,0.16071428571428573,0.5280429594272077,301,270,1.114814814814815,0.8970099667774086,81270
809,white,white,245,B220.json,838,840,1,284,270,593,412.0,715.5,0.49047619047619045,0.85381861575179,284,245,1.1591836734693877,1.1591836734693877,69580
810,white,white,245,B220.json,838,840,2,286,554,593,697.0,715.5,0.8297619047619048,0.85381861575179,286,245,1.1673469387755102,1.1673469387755102,70070
811,white,white,245,B220.json,838,840,3,270,0,593,135.0,715.5,0.16071428571428573,0.85381861575179,270,245,1.1020408163265305,1.1020408163265305,66150
812,white,white,593,B220.json,838,840,4,570,270,0,555.0,296.5,0.6607142857142857,0.35381861575178997,593,570,1.0403508771929824,0.9612141652613828,338010
813,yellow,yellow,292,B220.json,838,840,5,270,0,0,135.0,146.0,0.16071428571428573,0.17422434367541767,292,270,1.0814814814814815,0.9246575342465754,78840
814,white,white,387,B221.json,1000,998,0,412,501,585,707.0,778.5,0.7084168336673347,0.7785,412,387,1.0645994832041343,1.0645994832041343,159444
815,yellow,yellow,181,B221.json,1000,998,1,85,913,585,955.5,675.5,0.9574148296593187,0.6755,181,85,2.1294117647058823,0.4696132596685083,15385
816,white,white,415,B221.json,1000,998,2,501,0,585,250.5,792.5,0.25100200400801603,0.7925,501,415,1.2072289156626506,1.2072289156626506,207915
817,white,white,234,B221.json,1000,998,3,85,913,766,955.5,883.0,0.9574148296593187,0.883,234,85,2.7529411764705882,0.36324786324786323,19890
818,white,white,28,B221.json,1000,998,4,412,501,972,707.0,986.0,0.7084168336673347,0.986,412,28,14.714285714285714,14.714285714285714,11536
819,white,white,585,B221.json,1000,998,5,497,501,0,749.5,292.5,0.751002004008016,0.2925,585,497,1.1770623742454729,0.8495726495726496,290745
820,white,white,585,B221.json,1000,998,6,501,0,0,250.5,292.5,0.25100200400801603,0.2925,585,501,1.1676646706586826,0.8564102564102564,293085
821,blue,blue,301,B222.json,1000,740,0,312,398,269,554.0,419.5,0.7486486486486487,0.4195,312,301,1.0365448504983388,1.0365448504983388,93912
822,white,white,731,B222.json,1000,740,1,30,710,269,725.0,634.5,0.9797297297297297,0.6345,731,30,24.366666666666667,0.04103967168262654,21930
823,white,white,570,B222.json,1000,740,2,398,0,269,199.0,554.0,0.2689189189189189,0.554,570,398,1.4321608040201006,0.6982456140350877,226860
824,white,white,269,B222.json,1000,740,3,312,398,570,554.0,704.5,0.7486486486486487,0.7045,312,269,1.1598513011152416,1.1598513011152416,83928
825,white,white,146,B222.json,1000,740,4,344,54,839,226.0,912.0,0.3054054054054054,0.912,344,146,2.356164383561644,2.356164383561644,50224
826,white,white,161,B222.json,1000,740,5,312,398,839,554.0,919.5,0.7486486486486487,0.9195,312,161,1.937888198757764,1.937888198757764,50232
827,yellow,yellow,161,B222.json,1000,740,6,54,0,839,27.0,919.5,0.03648648648648649,0.9195,161,54,2.9814814814814814,0.33540372670807456,8694
828,white,white,15,B222.json,1000,740,7,344,54,985,226.0,992.5,0.3054054054054054,0.9925,344,15,22.933333333333334,22.933333333333334,5160
829,white,white,269,B222.json,1000,740,8,342,398,0,569.0,134.5,0.768918918918919,0.1345,342,269,1.271375464684015,1.271375464684015,91998
830,red,red,269,B222.json,1000,740,9,398,0,0,199.0,134.5,0.2689189189189189,0.1345,398,269,1.479553903345725,1.479553903345725,107062
831,white,white,240,B223.json,968,798,0,251,547,318,672.5,438.0,0.8427318295739349,0.4524793388429752,251,240,1.0458333333333334,1.0458333333333334,60240
832,white,white,650,B223.json,968,798,1,547,0,318,273.5,643.0,0.34273182957393483,0.6642561983471075,650,547,1.1882998171846435,0.8415384615384616,355550
833,white,white,410,B223.json,968,798,2,251,547,558,672.5,763.0,0.8427318295739349,0.7882231404958677,410,251,1.6334661354581674,0.6121951219512195,102910
834,white,white,318,B223.json,968,798,3,251,547,0,672.5,159.0,0.8427318295739349,0.16425619834710745,318,251,1.2669322709163346,0.789308176100629,79818
835,white,white,318,B223.json,968,798,4,547,0,0,273.5,159.0,0.34273182957393483,0.16425619834710745,547,318,1.720125786163522,1.720125786163522,173946
836,white,white,236,B224.json,863,860,0,254,606,229,733.0,347.0,0.8523255813953489,0.4020857473928158,254,236,1.076271186440678,1.076271186440678,59944
837,white,white,634,B224.json,863,860,1,606,0,229,303.0,546.0,0.35232558139534886,0.6326767091541136,634,606,1.046204620462046,0.9558359621451105,384204
838,white,white,398,B224.json,863,860,2,254,606,465,733.0,664.0,0.8523255813953489,0.7694090382387022,398,254,1.5669291338582678,0.6381909547738693,101092
839,white,white,229,B224.json,863,860,3,254,606,0,733.0,114.5,0.8523255813953489,0.13267670915411356,254,229,1.1091703056768558,1.1091703056768558,58166
840,white,white,229,B224.json,863,860,4,606,0,0,303.0,114.5,0.35232558139534886,0.13267670915411356,606,229,2.646288209606987,2.646288209606987,138774
841,white,white,377,B225.json,959,955,0,412,437,554,643.0,742.5,0.6732984293193718,0.7742440041710115,412,377,1.0928381962864722,1.0928381962864722,155324
842,white,white,202,B225.json,959,955,1,106,849,554,902.0,655.0,0.9445026178010472,0.6830031282586028,202,106,1.9056603773584906,0.5247524752475248,21412
843,white,white,405,B225.json,959,955,2,437,0,554,218.5,756.5,0.22879581151832462,0.7888425443169969,437,405,1.0790123456790124,1.0790123456790124,176985
844,yellow,yellow,203,B225.json,959,955,3,106,849,756,902.0,857.5,0.9445026178010472,0.8941605839416058,203,106,1.9150943396226414,0.5221674876847291,21518
845,white,white,28,B225.json,959,955,4,412,437,931,643.0,945.0,0.6732984293193718,0.9854014598540146,412,28,14.714285714285714,14.714285714285714,11536
846,white,white,554,B225.json,959,955,5,518,437,0,696.0,277.0,0.7287958115183246,0.28884254431699685,554,518,1.0694980694980696,0.9350180505415162,286972
847,blue,blue,554,B225.json,959,955,6,437,0,0,218.5,277.0,0.22879581151832462,0.28884254431699685,554,437,1.2677345537757436,0.7888086642599278,242098
848,white,white,457,B226.json,805,527,0,236,277,217,395.0,445.5,0.7495256166982922,0.5534161490683229,457,236,1.9364406779661016,0.5164113785557987,107852
849,white,white,457,B226.json,805,527,1,14,513,217,520.0,445.5,0.9867172675521821,0.5534161490683229,457,14,32.642857142857146,0.030634573304157548,6398
850,white,white,135,B226.json,805,527,2,277,0,217,138.5,284.5,0.26280834914611007,0.35341614906832297,277,135,2.051851851851852,2.051851851851852,37395
851,white,white,322,B226.json,805,527,3,277,0,352,138.5,513.0,0.26280834914611007,0.6372670807453417,322,277,1.1624548736462095,0.860248447204969,89194
