id,color,color_id,height,image_file,image_height,image_width,index,width,x,y,center_x,center_y,center_x_norm,center_y_norm,longer,shorter,aspect_max_min,aspect,size
338,white,white,280,B134.json,1000,878,0,191,0,98,95.5,238.0,0.10876993166287016,0.238,280,191,1.4659685863874345,0.6821428571428572,53480
339,white,white,663,B134.json,1000,878,1,662,191,236,522.0,567.5,0.5945330296127562,0.5675,663,662,1.001510574018127,0.9984917043740573,438906
340,yellow,yellow,663,B134.json,1000,878,2,25,853,236,865.5,567.5,0.9857630979498861,0.5675,663,25,26.52,0.03770739064856712,16575
341,white,white,521,B134.json,1000,878,3,191,0,378,95.5,638.5,0.10876993166287016,0.6385,521,191,2.7277486910994764,0.3666026871401152,99511
342,white,white,101,B134.json,1000,878,4,333,545,899,711.5,949.5,0.8103644646924829,0.9495,333,101,3.297029702970297,3.297029702970297,33633
343,red,red,101,B134.json,1000,878,5,545,0,899,272.5,949.5,0.3103644646924829,0.9495,545,101,5.396039603960396,5.396039603960396,55045
344,white,white,236,B134.json,1000,878,6,687,191,0,534.5,118.0,0.6087699316628702,0.118,687,236,2.9110169491525424,2.9110169491525424,162132
345,blue,blue,98,B134.json,1000,878,7,191,0,0,95.5,49.0,0.10876993166287016,0.049,191,98,1.9489795918367347,1.9489795918367347,18718
346,white,white,656,B135.json,964,853,0,648,22,134,346.0,462.0,0.4056271981242673,0.47925311203319504,656,648,1.0123456790123457,0.9878048780487805,425088
347,white,white,754,B135.json,964,853,1,183,670,134,761.5,511.0,0.8927315357561547,0.5300829875518672,754,183,4.120218579234972,0.2427055702917772,137982
348,black,black,298,B135.json,964,853,2,22,0,134,11.0,283.0,0.012895662368112544,0.29356846473029047,298,22,13.545454545454545,0.0738255033557047,6556
349,yellow,yellow,358,B135.json,964,853,3,22,0,432,11.0,611.0,0.012895662368112544,0.6338174273858921,358,22,16.272727272727273,0.061452513966480445,7876
350,white,white,174,B135.json,964,853,4,670,0,790,335.0,877.0,0.39273153575615477,0.9097510373443983,670,174,3.8505747126436782,3.8505747126436782,116580
351,red,red,76,B135.json,964,853,5,183,670,888,761.5,926.0,0.8927315357561547,0.9605809128630706,183,76,2.4078947368421053,2.4078947368421053,13908
352,blue,blue,134,B135.json,964,853,6,525,328,0,590.5,67.0,0.6922626025791325,0.06950207468879668,525,134,3.917910447761194,3.917910447761194,70350
353,white,white,134,B135.json,964,853,7,328,0,0,164.0,67.0,0.19226260257913247,0.06950207468879668,328,134,2.4477611940298507,2.4477611940298507,43952
354,white,white,730,B136.json,852,1000,0,730,236,41,601.0,406.0,0.601,0.4765258215962441,730,730,1.0,1.0,532900
355,yellow,yellow,618,B136.json,852,1000,1,34,966,153,983.0,462.0,0.983,0.5422535211267606,618,34,18.176470588235293,0.05501618122977346,21012
356,white,white,314,B136.json,852,1000,2,236,0,296,118.0,453.0,0.118,0.5316901408450704,314,236,1.3305084745762712,0.7515923566878981,74104
357,white,white,242,B136.json,852,1000,3,236,0,610,118.0,731.0,0.118,0.857981220657277,242,236,1.0254237288135593,0.9752066115702479,57112
358,red,red,81,B136.json,852,1000,4,392,236,771,432.0,811.5,0.432,0.9524647887323944,392,81,4.839506172839506,4.839506172839506,31752
359,black,black,81,B136.json,852,1000,5,372,628,771,814.0,811.5,0.814,0.9524647887323944,372,81,4.592592592592593,4.592592592592593,30132
360,white,white,41,B136.json,852,1000,6,730,236,0,601.0,20.5,0.601,0.024061032863849766,730,41,17.804878048780488,17.804878048780488,29930
361,black,black,153,B136.json,852,1000,7,34,966,0,983.0,76.5,0.983,0.0897887323943662,153,34,4.5,0.2222222222222222,5202
362,blue,blue,296,B136.json,852,1000,8,236,0,0,118.0,148.0,0.118,0.17370892018779344,296,236,1.2542372881355932,0.7972972972972973,69856
363,white,white,712,B137.json,822,967,0,707,226,37,579.5,393.0,0.5992761116856257,0.4781021897810219,712,707,1.007072135785007,0.9929775280898876,503384
364,white,white,294,B137.json,822,967,1,226,0,290,113.0,437.0,0.11685625646328852,0.5316301703163017,294,226,1.3008849557522124,0.7687074829931972,66444
365,blue,blue,339,B137.json,822,967,2,34,933,410,950.0,579.5,0.9824198552223371,0.7049878345498783,339,34,9.970588235294118,0.10029498525073746,11526
366,white,white,238,B137.json,822,967,3,226,0,584,113.0,703.0,0.11685625646328852,0.8552311435523114,238,226,1.0530973451327434,0.9495798319327731,53788
367,yellow,yellow,73,B137.json,822,967,4,428,226,749,440.0,785.5,0.4550155118924509,0.9555961070559611,428,73,5.863013698630137,5.863013698630137,31244
368,black,black,73,B137.json,822,967,5,313,654,749,810.5,785.5,0.8381592554291624,0.9555961070559611,313,73,4.287671232876712,4.287671232876712,22849
369,white,white,37,B137.json,822,967,6,707,226,0,579.5,18.5,0.5992761116856257,0.022506082725060828,707,37,19.10810810810811,19.10810810810811,26159
370,white,white,410,B137.json,822,967,7,34,933,0,950.0,205.0,0.9824198552223371,0.24939172749391728,410,34,12.058823529411764,0.08292682926829269,13940
371,red,red,290,B137.json,822,967,8,226,0,0,113.0,145.0,0.11685625646328852,0.17639902676399027,290,226,1.2831858407079646,0.7793103448275862,65540
372,white,white,700,B138.json,818,965,0,704,227,31,579.0,381.0,0.6,0.46577017114914426,704,700,1.0057142857142858,1.0057142857142858,492800
373,white,white,293,B138.json,818,965,1,227,0,281,113.5,427.5,0.11761658031088083,0.5226161369193154,293,227,1.2907488986784141,0.7747440273037542,66511
374,white,white,244,B138.json,818,965,2,227,0,574,113.5,696.0,0.11761658031088083,0.8508557457212714,244,227,1.0748898678414096,0.930327868852459,55388
375,red,red,87,B138.json,818,965,3,383,227,731,418.5,774.5,0.4336787564766839,0.9468215158924206,383,87,4.402298850574713,4.402298850574713,33321
376,black,black,87,B138.json,818,965,4,355,610,731,787.5,774.5,0.8160621761658031,0.9468215158924206,355,87,4.080459770114943,4.080459770114943,30885
377,white,white,31,B138.json,818,965,5,704,227,0,579.0,15.5,0.6,0.018948655256723717,704,31,22.70967741935484,22.70967741935484,21824
378,yellow,yellow,731,B138.json,818,965,6,34,931,0,948.0,365.5,0.9823834196891191,0.44682151589242053,731,34,21.5,0.046511627906976744,24854
379,blue,blue,281,B138.json,818,965,7,227,0,0,113.5,140.5,0.11761658031088083,0.171760391198044,281,227,1.2378854625550662,0.8078291814946619,63787
380,white,white,753,B139.json,793,1000,0,768,204,40,588.0,416.5,0.588,0.5252206809583859,768,753,1.0199203187250996,1.0199203187250996,578304
381,white,white,272,B139.json,793,1000,1,204,0,490,102.0,626.0,0.102,0.7894073139974779,272,204,1.3333333333333333,0.75,55488
382,red,red,31,B139.json,793,1000,2,204,0,762,102.0,777.5,0.102,0.980453972257251,204,31,6.580645161290323,6.580645161290323,6324
383,white,white,40,B139.json,793,1000,3,423,204,0,415.5,20.0,0.4155,0.025220680958385876,423,40,10.575,10.575,16920
384,black,black,40,B139.json,793,1000,4,345,627,0,799.5,20.0,0.7995,0.025220680958385876,345,40,8.625,8.625,13800
385,blue,blue,793,B139.json,793,1000,5,28,972,0,986.0,396.5,0.986,0.5,793,28,28.321428571428573,0.03530895334174023,22204
386,yellow,yellow,490,B139.json,793,1000,6,204,0,0,102.0,245.0,0.102,0.308953341740227,490,204,2.4019607843137254,0.4163265306122449,99960
387,white,white,685,B141.json,798,927,0,672,230,44,566.0,386.5,0.6105717367853291,0.4843358395989975,685,672,1.0193452380952381,0.981021897810219,460320
388,white,white,252,B141.json,798,927,1,230,0,270,115.0,396.0,0.12405609492988134,0.49624060150375937,252,230,1.0956521739130434,0.9126984126984127,57960
389,yellow,yellow,276,B141.json,798,927,2,188,42,522,136.0,660.0,0.14670981661272922,0.8270676691729323,276,188,1.4680851063829787,0.6811594202898551,51888
390,yellow,yellow,276,B141.json,798,927,3,42,0,522,21.0,660.0,0.022653721682847898,0.8270676691729323,276,42,6.571428571428571,0.15217391304347827,11592
391,white,white,69,B141.json,798,927,4,341,230,729,400.5,763.5,0.4320388349514563,0.956766917293233,341,69,4.942028985507246,4.942028985507246,23529
392,red,red,69,B141.json,798,927,5,331,571,729,736.5,763.5,0.7944983818770227,0.956766917293233,331,69,4.797101449275362,4.797101449275362,22839
393,black,black,69,B141.json,798,927,6,25,902,729,914.5,763.5,0.9865156418554477,0.956766917293233,69,25,2.76,0.36231884057971014,1725
394,blue,blue,44,B141.json,798,927,7,672,230,0,566.0,22.0,0.6105717367853291,0.02756892230576441,672,44,15.272727272727273,15.272727272727273,29568
395,white,white,729,B141.json,798,927,8,25,902,0,914.5,364.5,0.9865156418554477,0.4567669172932331,729,25,29.16,0.03429355281207133,18225
396,white,white,270,B141.json,798,927,9,230,0,0,115.0,135.0,0.12405609492988134,0.16917293233082706,270,230,1.173913043478261,0.8518518518518519,62100
397,white,white,240,B142.json,975,607,0,272,160,18,296.0,138.0,0.4876441515650741,0.14153846153846153,272,240,1.1333333333333333,1.1333333333333333,65280
398,white,white,240,B142.json,975,607,1,175,432,18,519.5,138.0,0.8558484349258649,0.14153846153846153,240,175,1.3714285714285714,0.7291666666666666,42000
399,yellow,yellow,418,B142.json,975,607,2,76,531,258,569.0,467.0,0.9373970345963756,0.47897435897435897,418,76,5.5,0.18181818181818182,31768
400,white,white,632,B142.json,975,607,3,531,0,258,265.5,574.0,0.43739703459637563,0.5887179487179487,632,531,1.1902071563088512,0.8401898734177216,335592
401,black,black,299,B142.json,975,607,4,76,531,676,569.0,825.5,0.9373970345963756,0.8466666666666667,299,76,3.9342105263157894,0.25418060200668896,22724
402,white,white,85,B142.json,975,607,5,237,294,890,412.5,932.5,0.6795716639209226,0.9564102564102565,237,85,2.788235294117647,2.788235294117647,20145
403,white,white,85,B142.json,975,607,6,294,0,890,147.0,932.5,0.24217462932454695,0.9564102564102565,294,85,3.458823529411765,3.458823529411765,24990
404,white,white,18,B142.json,975,607,7,272,160,0,296.0,9.0,0.4876441515650741,0.009230769230769232,272,18,15.11111111111111,15.11111111111111,4896
405,red,red,18,B142.json,975,607,8,175,432,0,519.5,9.0,0.8558484349258649,0.009230769230769232,175,18,9.722222222222221,9.722222222222221,3150
406,blue,blue,258,B142.json,975,607,9,160,0,0,80.0,129.0,0.13179571663920922,0.13230769230769232,258,160,1.6125,0.6201550387596899,41280
407,white,white,394,B143.json,995,956,0,436,147,25,365.0,222.0,0.3817991631799163,0.22311557788944725,436,394,1.1065989847715736,1.1065989847715736,171784
408,white,white,167,B143.json,995,956,1,301,583,252,733.5,335.5,0.7672594142259415,0.3371859296482412,301,167,1.8023952095808384,1.8023952095808384,50267
409,white,white,167,B143.json,995,956,2,72,884,252,920.0,335.5,0.9623430962343096,0.3371859296482412,167,72,2.3194444444444446,0.4311377245508982,12024
410,blue,blue,193,B143.json,995,956,3,373,583,419,769.5,515.5,0.8049163179916318,0.5180904522613066,373,193,1.932642487046632,1.932642487046632,71989
411,white,white,576,B143.json,995,956,4,583,0,419,291.5,707.0,0.3049163179916318,0.7105527638190955,583,576,1.0121527777777777,1.0121527777777777,335808
412,blue,blue,383,B143.json,995,956,5,373,583,612,769.5,803.5,0.8049163179916318,0.8075376884422111,383,373,1.0268096514745308,0.9738903394255874,142859
413,white,white,25,B143.json,995,956,6,436,147,0,365.0,12.5,0.3817991631799163,0.01256281407035176,436,25,17.44,17.44,10900
414,white,white,252,B143.json,995,956,7,301,583,0,733.5,126.0,0.7672594142259415,0.12663316582914572,301,252,1.1944444444444444,1.1944444444444444,75852
415,white,white,252,B143.json,995,956,8,72,884,0,920.0,126.0,0.9623430962343096,0.12663316582914572,252,72,3.5,0.2857142857142857,18144
416,yellow,yellow,419,B143.json,995,956,9,147,0,0,73.5,209.5,0.07688284518828452,0.2105527638190955,419,147,2.8503401360544216,0.35083532219570407,61593
417,red,red,727,B144.json,1000,978,0,739,170,42,539.5,405.5,0.5516359918200409,0.4055,739,727,1.016506189821183,1.016506189821183,537253
418,white,white,539,B144.json,1000,978,1,69,909,42,943.5,311.5,0.9647239263803681,0.3115,539,69,7.811594202898551,0.1280148423005566,37191
419,white,white,492,B144.json,1000,978,2,170,0,277,85.0,523.0,0.0869120654396728,0.523,492,170,2.8941176470588235,0.34552845528455284,83640
420,white,white,188,B144.json,1000,978,3,69,909,581,943.5,675.0,0.9647239263803681,0.675,188,69,2.7246376811594204,0.3670212765957447,12972
421,white,white,174,B144.json,1000,978,4,385,170,769,362.5,856.0,0.37065439672801637,0.856,385,174,2.2126436781609193,2.2126436781609193,66990
422,white,white,199,B144.json,1000,978,5,354,555,769,732.0,868.5,0.7484662576687117,0.8685,354,199,1.778894472361809,1.778894472361809,70446
423,blue,blue,231,B144.json,1000,978,6,69,909,769,943.5,884.5,0.9647239263803681,0.8845,231,69,3.347826086956522,0.2987012987012987,15939
424,white,white,231,B144.json,1000,978,7,170,0,769,85.0,884.5,0.0869120654396728,0.8845,231,170,1.3588235294117648,0.7359307359307359,39270
425,black,black,57,B144.json,1000,978,8,385,170,943,362.5,971.5,0.37065439672801637,0.9715,385,57,6.754385964912281,6.754385964912281,21945
426,white,white,32,B144.json,1000,978,9,354,555,968,732.0,984.0,0.7484662576687117,0.984,354,32,11.0625,11.0625,11328
427,white,white,42,B144.json,1000,978,10,739,170,0,539.5,21.0,0.5516359918200409,0.021,739,42,17.595238095238095,17.595238095238095,31038
428,yellow,yellow,42,B144.json,1000,978,11,69,909,0,943.5,21.0,0.9647239263803681,0.021,69,42,1.6428571428571428,1.6428571428571428,2898
429,white,white,277,B144.json,1000,978,12,170,0,0,85.0,138.5,0.0869120654396728,0.1385,277,170,1.6294117647058823,0.6137184115523465,47090
430,white,white,116,B145.json,983,1000,0,402,294,22,495.0,80.0,0.495,0.08138351983723296,402,116,3.4655172413793105,3.4655172413793105,46632
431,black,black,345,B145.json,983,1000,1,39,57,138,76.5,310.5,0.0765,0.3158697863682604,345,39,8.846153846153847,0.11304347826086956,13455
432,white,white,823,B145.json,983,1000,2,872,96,138,532.0,549.5,0.532,0.559003051881994,872,823,1.0595382746051032,1.0595382746051032,717656
433,white,white,823,B145.json,983,1000,3,32,968,138,984.0,549.5,0.984,0.559003051881994,823,32,25.71875,0.038882138517618466,26336
434,white,white,345,B145.json,983,1000,4,57,0,138,28.5,310.5,0.0285,0.3158697863682604,345,57,6.052631578947368,0.16521739130434782,19665
435,white,white,500,B145.json,983,1000,5,96,0,483,48.0,733.0,0.048,0.745676500508647,500,96,5.208333333333333,0.192,48000
436,red,red,22,B145.json,983,1000,6,904,96,961,548.0,972.0,0.548,0.9888097660223805,904,22,41.09090909090909,41.09090909090909,19888
437,white,white,22,B145.json,983,1000,7,402,294,0,495.0,11.0,0.495,0.011190233977619531,402,22,18.272727272727273,18.272727272727273,8844
438,white,white,138,B145.json,983,1000,8,272,696,0,832.0,69.0,0.832,0.07019328585961343,272,138,1.9710144927536233,1.9710144927536233,37536
439,yellow,yellow,138,B145.json,983,1000,9,32,968,0,984.0,69.0,0.984,0.07019328585961343,138,32,4.3125,0.2318840579710145,4416
440,blue,blue,138,B145.json,983,1000,10,294,0,0,147.0,69.0,0.147,0.07019328585961343,294,138,2.130434782608696,2.130434782608696,40572
441,white,white,668,B146.json,957,921,0,674,54,90,391.0,424.0,0.4245385450597177,0.4430512016718913,674,668,1.0089820359281436,1.0089820359281436,450232
442,white,white,355,B146.json,957,921,1,54,0,90,27.0,267.5,0.029315960912052116,0.27951933124346917,355,54,6.574074074074074,0.15211267605633802,19170
443,white,white,678,B146.json,957,921,2,193,728,231,824.5,570.0,0.8952225841476655,0.5956112852664577,678,193,3.5129533678756477,0.28466076696165193,130854
444,blue,blue,313,B146.json,957,921,3,54,0,445,27.0,601.5,0.029315960912052116,0.6285266457680251,313,54,5.796296296296297,0.17252396166134185,16902
445,white,white,199,B146.json,957,921,4,728,0,758,364.0,857.5,0.3952225841476656,0.8960292580982236,728,199,3.658291457286432,3.658291457286432,144872
446,red,red,48,B146.json,957,921,5,193,728,909,824.5,933.0,0.8952225841476655,0.9749216300940439,193,48,4.020833333333333,4.020833333333333,9264
447,yellow,yellow,90,B146.json,957,921,6,358,370,0,549.0,45.0,0.5960912052117264,0.047021943573667714,358,90,3.977777777777778,3.977777777777778,32220
448,black,black,231,B146.json,957,921,7,193,728,0,824.5,115.5,0.8952225841476655,0.1206896551724138,231,193,1.1968911917098446,0.8354978354978355,44583
449,white,white,90,B146.json,957,921,8,370,0,0,185.0,45.0,0.2008686210640608,0.047021943573667714,370,90,4.111111111111111,4.111111111111111,33300
450,white,white,332,B147.json,1000,778,0,548,0,45,274.0,211.0,0.35218508997429304,0.211,548,332,1.6506024096385543,1.6506024096385543,181936
451,white,white,588,B147.json,1000,778,1,230,548,377,663.0,671.0,0.8521850899742931,0.671,588,230,2.5565217391304347,0.391156462585034,135240
452,white,white,623,B147.json,1000,778,2,548,0,377,274.0,688.5,0.35218508997429304,0.6885,623,548,1.1368613138686132,0.8796147672552167,341404
453,black,black,35,B147.json,1000,778,3,230,548,965,663.0,982.5,0.8521850899742931,0.9825,230,35,6.571428571428571,6.571428571428571,8050
454,black,black,45,B147.json,1000,778,4,370,178,0,363.0,22.5,0.4665809768637532,0.0225,370,45,8.222222222222221,8.222222222222221,16650
455,white,white,377,B147.json,1000,778,5,152,548,0,624.0,188.5,0.8020565552699229,0.1885,377,152,2.4802631578947367,0.40318302387267907,57304
456,yellow,yellow,377,B147.json,1000,778,6,78,700,0,739.0,188.5,0.9498714652956298,0.1885,377,78,4.833333333333333,0.20689655172413793,29406
457,red,red,45,B147.json,1000,778,7,178,0,0,89.0,22.5,0.11439588688946016,0.0225,178,45,3.9555555555555557,3.9555555555555557,8010
458,white,white,306,B150.json,1000,981,0,69,912,47,946.5,200.0,0.9648318042813455,0.2,306,69,4.434782608695652,0.22549019607843138,21114
459,black,black,298,B150.json,1000,981,1,319,201,55,360.5,204.0,0.3674821610601427,0.204,319,298,1.070469798657718,1.070469798657718,95062
460,yellow,yellow,298,B150.json,1000,981,2,201,0,55,100.5,204.0,0.10244648318042814,0.204,298,201,1.4825870646766168,0.674496644295302,59898
461,white,white,337,B150.json,1000,981,3,392,520,353,716.0,521.5,0.7298674821610601,0.5215,392,337,1.1632047477744807,1.1632047477744807,132104
462,red,red,337,B150.json,1000,981,4,69,912,353,946.5,521.5,0.9648318042813455,0.5215,337,69,4.884057971014493,0.20474777448071216,23253
463,white,white,647,B150.json,1000,981,5,520,0,353,260.0,676.5,0.2650356778797146,0.6765,647,520,1.2442307692307693,0.80370942812983,336440
464,white,white,310,B150.json,1000,981,6,461,520,690,750.5,845.0,0.7650356778797146,0.845,461,310,1.4870967741935484,1.4870967741935484,142910
465,white,white,353,B150.json,1000,981,7,392,520,0,716.0,176.5,0.7298674821610601,0.1765,392,353,1.1104815864022664,1.1104815864022664,138376
466,blue,blue,47,B150.json,1000,981,8,69,912,0,946.5,23.5,0.9648318042813455,0.0235,69,47,1.4680851063829787,1.4680851063829787,3243
467,white,white,55,B150.json,1000,981,9,520,0,0,260.0,27.5,0.2650356778797146,0.0275,520,55,9.454545454545455,9.454545454545455,28600
468,blue,blue,118,B153.json,1000,864,0,171,48,48,133.5,107.0,0.1545138888888889,0.107,171,118,1.4491525423728813,1.4491525423728813,20178
469,yellow,yellow,118,B153.json,1000,864,1,269,219,48,353.5,107.0,0.40914351851851855,0.107,269,118,2.2796610169491527,2.2796610169491527,31742
470,white,white,118,B153.json,1000,864,2,303,488,48,639.5,107.0,0.7401620370370371,0.107,303,118,2.5677966101694913,2.5677966101694913,35754
471,black,black,118,B153.json,1000,864,3,73,791,48,827.5,107.0,0.9577546296296297,0.107,118,73,1.6164383561643836,0.6186440677966102,8614
472,red,red,118,B153.json,1000,864,4,48,0,48,24.0,107.0,0.027777777777777776,0.107,118,48,2.4583333333333335,0.4067796610169492,5664
473,white,white,200,B153.json,1000,864,5,282,48,166,189.0,266.0,0.21875,0.266,282,200,1.41,1.41,56400
474,white,white,200,B153.json,1000,864,6,158,330,166,409.0,266.0,0.47337962962962965,0.266,200,158,1.2658227848101267,0.79,31600
475,blue,blue,200,B153.json,1000,864,7,303,488,166,639.5,266.0,0.7401620370370371,0.266,303,200,1.515,1.515,60600
476,white,white,717,B153.json,1000,864,8,73,791,166,827.5,524.5,0.9577546296296297,0.5245,717,73,9.821917808219178,0.10181311018131102,52341
477,white,white,646,B153.json,1000,864,9,48,0,166,24.0,489.0,0.027777777777777776,0.489,646,48,13.458333333333334,0.07430340557275542,31008
478,red,red,253,B153.json,1000,864,10,282,48,366,189.0,492.5,0.21875,0.4925,282,253,1.1146245059288538,1.1146245059288538,71346
479,black,black,307,B153.json,1000,864,11,158,330,366,409.0,519.5,0.47337962962962965,0.5195,307,158,1.9430379746835442,0.5146579804560261,48506
480,blue,blue,307,B153.json,1000,864,12,64,488,366,520.0,519.5,0.6018518518518519,0.5195,307,64,4.796875,0.20846905537459284,19648
481,blue,blue,307,B153.json,1000,864,13,239,552,366,671.5,519.5,0.7771990740740741,0.5195,307,239,1.284518828451883,0.7785016286644951,73373
482,red,red,193,B153.json,1000,864,14,282,48,619,189.0,715.5,0.21875,0.7155,282,193,1.461139896373057,1.461139896373057,54426
483,yellow,yellow,139,B153.json,1000,864,15,158,330,673,409.0,742.5,0.47337962962962965,0.7425,158,139,1.1366906474820144,1.1366906474820144,21962
484,blue,blue,139,B153.json,1000,864,16,303,488,673,639.5,742.5,0.7401620370370371,0.7425,303,139,2.179856115107914,2.179856115107914,42117
485,white,white,165,B153.json,1000,864,17,282,48,812,189.0,894.5,0.21875,0.8945,282,165,1.709090909090909,1.709090909090909,46530
486,yellow,yellow,116,B153.json,1000,864,18,158,330,812,409.0,870.0,0.47337962962962965,0.87,158,116,1.3620689655172413,1.3620689655172413,18328
487,black,black,116,B153.json,1000,864,19,303,488,812,639.5,870.0,0.7401620370370371,0.87,303,116,2.6120689655172415,2.6120689655172415,35148
488,white,white,188,B153.json,1000,864,20,48,0,812,24.0,906.0,0.027777777777777776,0.906,188,48,3.9166666666666665,0.2553191489361702,9024
489,yellow,yellow,117,B153.json,1000,864,21,73,791,883,827.5,941.5,0.9577546296296297,0.9415,117,73,1.6027397260273972,0.6239316239316239,8541
490,white,white,72,B153.json,1000,864,22,461,330,928,560.5,964.0,0.6487268518518519,0.964,461,72,6.402777777777778,6.402777777777778,33192
491,white,white,23,B153.json,1000,864,23,282,48,977,189.0,988.5,0.21875,0.9885,282,23,12.26086956521739,12.26086956521739,6486
492,yellow,yellow,48,B153.json,1000,864,24,269,219,0,353.5,24.0,0.40914351851851855,0.024,269,48,5.604166666666667,5.604166666666667,12912
493,white,white,48,B153.json,1000,864,25,376,488,0,676.0,24.0,0.7824074074074074,0.024,376,48,7.833333333333333,7.833333333333333,18048
494,white,white,48,B153.json,1000,864,26,219,0,0,109.5,24.0,0.1267361111111111,0.024,219,48,4.5625,4.5625,10512
495,red,red,158,B154.json,1000,861,0,300,78,21,228.0,100.0,0.26480836236933797,0.1,300,158,1.8987341772151898,1.8987341772151898,47400
496,white,white,158,B154.json,1000,861,1,160,378,21,458.0,100.0,0.5319396051103368,0.1,160,158,1.0126582278481013,1.0126582278481013,25280
497,yellow,yellow,286,B154.json,1000,861,2,301,538,86,688.5,229.0,0.7996515679442509,0.229,301,286,1.0524475524475525,1.0524475524475525,86086
498,blue,blue,344,B154.json,1000,861,3,300,78,179,228.0,351.0,0.26480836236933797,0.351,344,300,1.1466666666666667,0.872093023255814,103200
499,black,black,344,B154.json,1000,861,4,160,378,179,458.0,351.0,0.5319396051103368,0.351,344,160,2.15,0.46511627906976744,55040
500,white,white,722,B154.json,1000,861,5,78,0,179,39.0,540.0,0.04529616724738676,0.54,722,78,9.256410256410257,0.10803324099722991,56316
501,white,white,151,B154.json,1000,861,6,235,538,372,655.5,447.5,0.7613240418118467,0.4475,235,151,1.5562913907284768,1.5562913907284768,35485
502,black,black,369,B154.json,1000,861,7,88,773,372,817.0,556.5,0.9488966318234611,0.5565,369,88,4.193181818181818,0.23848238482384823,32472
503,white,white,65,B154.json,1000,861,8,300,78,523,228.0,555.5,0.26480836236933797,0.5555,300,65,4.615384615384615,4.615384615384615,19500
504,red,red,218,B154.json,1000,861,9,160,378,523,458.0,632.0,0.5319396051103368,0.632,218,160,1.3625,0.7339449541284404,34880
505,red,red,218,B154.json,1000,861,10,235,538,523,655.5,632.0,0.7613240418118467,0.632,235,218,1.0779816513761469,1.0779816513761469,51230
506,white,white,313,B154.json,1000,861,11,300,78,588,228.0,744.5,0.26480836236933797,0.7445,313,300,1.0433333333333332,0.9584664536741214,93900
507,blue,blue,160,B154.json,1000,861,12,274,378,741,515.0,821.0,0.5981416957026713,0.821,274,160,1.7125,1.7125,43840
508,white,white,160,B154.json,1000,861,13,121,652,741,712.5,821.0,0.8275261324041812,0.821,160,121,1.322314049586777,0.75625,19360
509,white,white,160,B154.json,1000,861,14,71,773,741,808.5,821.0,0.9390243902439024,0.821,160,71,2.2535211267605635,0.44375,11360
510,black,black,226,B154.json,1000,861,15,17,844,741,852.5,854.0,0.9901277584204413,0.854,226,17,13.294117647058824,0.0752212389380531,3842
511,yellow,yellow,66,B154.json,1000,861,16,574,78,901,365.0,934.0,0.42392566782810687,0.934,574,66,8.696969696969697,8.696969696969697,37884
512,white,white,66,B154.json,1000,861,17,192,652,901,748.0,934.0,0.8687572590011614,0.934,192,66,2.909090909090909,2.909090909090909,12672
513,white,white,99,B154.json,1000,861,18,78,0,901,39.0,950.5,0.04529616724738676,0.9505,99,78,1.2692307692307692,0.7878787878787878,7722
514,white,white,33,B154.json,1000,861,19,783,78,967,469.5,983.5,0.5452961672473867,0.9835,783,33,23.727272727272727,23.727272727272727,25839
515,red,red,21,B154.json,1000,861,20,300,78,0,228.0,10.5,0.26480836236933797,0.0105,300,21,14.285714285714286,14.285714285714286,6300
516,white,white,21,B154.json,1000,861,21,160,378,0,458.0,10.5,0.5319396051103368,0.0105,160,21,7.619047619047619,7.619047619047619,3360
517,white,white,86,B154.json,1000,861,22,301,538,0,688.5,43.0,0.7996515679442509,0.043,301,86,3.5,3.5,25886
518,white,white,372,B154.json,1000,861,23,22,839,0,850.0,186.0,0.9872241579558653,0.186,372,22,16.90909090909091,0.05913978494623656,8184
519,yellow,yellow,179,B154.json,1000,861,24,78,0,0,39.0,89.5,0.04529616724738676,0.0895,179,78,2.2948717948717947,0.43575418994413406,13962
520,white,white,418,B155.json,886,883,0,385,0,79,192.5,288.0,0.21800679501698755,0.32505643340857787,418,385,1.0857142857142856,0.9210526315789473,160930
521,black,black,114,B155.json,886,883,1,278,107,497,246.0,554.0,0.2785956964892412,0.6252821670428894,278,114,2.43859649122807,2.43859649122807,31692
522,white,white,309,B155.json,886,883,2,255,385,497,512.5,651.5,0.5804077010192525,0.7353273137697517,309,255,1.2117647058823529,0.8252427184466019,78795
523,blue,blue,389,B155.json,886,883,3,243,640,497,761.5,691.5,0.862400906002265,0.7804740406320542,389,243,1.6008230452674896,0.6246786632390745,94527
524,white,white,389,B155.json,886,883,4,107,0,497,53.5,691.5,0.06058890147225368,0.7804740406320542,389,107,3.635514018691589,0.2750642673521851,41623
525,yellow,yellow,195,B155.json,886,883,5,278,107,611,246.0,708.5,0.2785956964892412,0.7996613995485328,278,195,1.4256410256410257,1.4256410256410257,54210
526,white,white,80,B155.json,886,883,6,533,107,806,373.5,846.0,0.4229898074745187,0.9548532731376975,533,80,6.6625,6.6625,42640
527,white,white,497,B155.json,886,883,7,255,385,0,512.5,248.5,0.5804077010192525,0.28047404063205417,497,255,1.9490196078431372,0.5130784708249497,126735
528,white,white,497,B155.json,886,883,8,243,640,0,761.5,248.5,0.862400906002265,0.28047404063205417,497,243,2.045267489711934,0.48893360160965793,120771
